transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-04467,BILL-5467,2025-03-17,S3,Suburban,C330,Regular,P203,Snacks,Chocolate Cookies,2,2.0,Credit Card,0.07,Online
TXN-2025-04468,BILL-3234,2025-03-19,S1,Downtown,C428,New,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.04,Online
TXN-2025-04469,BILL-3234,2025-03-13,S3,Suburban,C159,New,P303,Personal Care,Handwash 300ml,1,3.0,Cash,0.09,In-store
TXN-2025-04470,BILL-3235,2025-02-04,S1,Downtown,C471,New,P301,Personal Care,Shampoo 250ml,1,4.0,UPI,0.11,In-store
TXN-2025-04471,BILL-2490,2025-01-28,S3,Suburban,C198,Regular,P102,Beverages,Organic Green Tea,2,4.2,Credit Card,0.17,In-store
TXN-2025-04472,BILL-5472,2025-01-27,S3,Suburban,C020,Regular,P301,Personal Care,Shampoo 250ml,3,4.0,Cash,0.22,In-store
TXN-2025-04473,BILL-3236,2025-01-26,S3,Suburban,C077,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Cash,0.43,Online
TXN-2025-04474,BILL-5474,2025-01-07,S3,Suburban,C256,Regular,P102,Beverages,Organic Green Tea,2,4.2,UPI,0.1,In-store
TXN-2025-04475,BILL-3237,2025-02-24,S3,Suburban,C263,Regular,P402,Household,Dish Soap 500ml,2,3.0,Cash,0.21,Online
TXN-2025-04476,BILL-3238,2025-01-13,S1,Downtown,C326,New,P201,Snacks,Potato Chips,2,1.2,Credit Card,0.02,Online
TXN-2025-04477,BILL-2492,2025-02-26,S1,Downtown,C008,Regular,P402,Household,Dish Soap 500ml,3,3.0,Credit Card,0.18,In-store
TXN-2025-04478,BILL-5478,2025-03-01,S2,Uptown,C166,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Credit Card,0.4,Online
TXN-2025-04479,BILL-2493,2025-01-31,S1,Downtown,C418,Regular,P301,Personal Care,Shampoo 250ml,4,4.0,Cash,0.09,Online
TXN-2025-04480,BILL-5480,2025-01-16,S2,Uptown,C037,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,Cash,0.29,Online
TXN-2025-04481,BILL-3240,2025-02-21,S3,Suburban,C208,Regular,P302,Personal Care,Toothpaste 100g,4,2.2,Cash,0.1,Online
TXN-2025-04482,BILL-5482,2025-02-05,S1,Downtown,C030,Loyal,P102,Beverages,Organic Green Tea,6,4.2,UPI,0.1,In-store
TXN-2025-04483,BILL-2494,2025-02-09,S3,Suburban,C049,Regular,P101,Beverages,Orange Juice 1L,2,3.5,Credit Card,0.18,In-store
TXN-2025-04484,BILL-3242,2025-03-21,S4,City Center,C461,New,P202,Snacks,Protein Bar,1,2.5,Credit Card,0.03,In-store
TXN-2025-04485,BILL-3242,2025-02-25,S3,Suburban,C129,Regular,P303,Personal Care,Handwash 300ml,2,3.0,Credit Card,0.11,In-store
TXN-2025-04486,BILL-2495,2025-03-28,S4,City Center,C220,New,P303,Personal Care,Handwash 300ml,1,3.0,Credit Card,0.06,Online
TXN-2025-04487,BILL-3243,2025-01-20,S1,Downtown,C271,Regular,P103,Beverages,Sparkling Water,3,1.8,Cash,0.18,In-store
TXN-2025-04488,BILL-5488,2025-03-16,S3,Suburban,C301,Loyal,P401,Household,Laundry Detergent 1kg,3,6.5,Credit Card,0.45,In-store
TXN-2025-04489,BILL-2496,2025-01-06,S1,Downtown,C028,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,Cash,0.28,In-store
TXN-2025-04490,BILL-5490,2025-03-19,S2,Uptown,C223,New,P202,Snacks,Protein Bar,2,2.5,UPI,0.02,In-store
TXN-2025-04491,BILL-2497,2025-02-08,S4,City Center,C017,Regular,P101,Beverages,Orange Juice 1L,2,3.5,Credit Card,0.1,In-store
TXN-2025-04492,BILL-5492,2025-02-09,S2,Uptown,C449,Regular,P101,Beverages,Orange Juice 1L,3,3.5,Cash,0.19,In-store
TXN-2025-04493,BILL-3246,2025-01-12,S1,Downtown,C449,Regular,P301,Personal Care,Shampoo 250ml,4,4.0,Cash,0.24,In-store
TXN-2025-04494,BILL-3247,2025-03-17,S3,Suburban,C133,Loyal,P102,Beverages,Organic Green Tea,2,4.2,Cash,0.28,Online
TXN-2025-04495,BILL-5495,2025-01-23,S1,Downtown,C053,New,P101,Beverages,Orange Juice 1L,1,3.5,UPI,0.03,Online
TXN-2025-04496,BILL-3248,2025-01-12,S1,Downtown,C239,Regular,P401,Household,Laundry Detergent 1kg,4,6.5,UPI,0.2,In-store
TXN-2025-04497,BILL-3248,2025-01-06,S4,City Center,C247,Loyal,P102,Beverages,Organic Green Tea,6,4.2,UPI,0.19,In-store
TXN-2025-04498,BILL-2499,2025-03-25,S4,City Center,C465,Regular,P102,Beverages,Organic Green Tea,4,4.2,Credit Card,0.16,Online
TXN-2025-04499,BILL-2499,2025-03-05,S3,Suburban,C362,Regular,P202,Snacks,Protein Bar,3,2.5,Credit Card,0.04,In-store
TXN-2025-04500,BILL-3250,2025-01-09,S1,Downtown,C388,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,Cash,0.37,In-store
TXN-2025-04501,BILL-3250,2025-03-24,S2,Uptown,C212,Regular,P202,Snacks,Protein Bar,3,2.5,Credit Card,0.03,In-store
TXN-2025-04502,BILL-5502,2025-01-26,S3,Suburban,C424,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.26,In-store
TXN-2025-04503,BILL-3251,2025-02-23,S1,Downtown,C364,Regular,P102,Beverages,Organic Green Tea,3,4.2,Credit Card,0.05,Online
TXN-2025-04504,BILL-3252,2025-01-16,S1,Downtown,C359,Regular,P103,Beverages,Sparkling Water,3,1.8,Cash,0.07,In-store
TXN-2025-04505,BILL-2501,2025-03-11,S4,City Center,C276,Regular,P203,Snacks,Chocolate Cookies,3,2.0,Cash,0.1,In-store
TXN-2025-04506,BILL-2502,2025-02-15,S3,Suburban,C223,New,P202,Snacks,Protein Bar,2,2.5,UPI,0.03,In-store
TXN-2025-04507,BILL-3253,2025-03-01,S3,Suburban,C214,Regular,P202,Snacks,Protein Bar,2,2.5,Credit Card,0.08,Online
TXN-2025-04508,BILL-2502,2025-01-12,S2,Uptown,C224,Loyal,P302,Personal Care,Toothpaste 100g,2,2.2,UPI,0.36,In-store
TXN-2025-04509,BILL-5509,2025-01-11,S4,City Center,C133,Regular,P402,Household,Dish Soap 500ml,2,3.0,UPI,0.36,Online
TXN-2025-04510,BILL-2503,2025-01-05,S1,Downtown,C325,Regular,P101,Beverages,Orange Juice 1L,4,3.5,UPI,0.1,Online
TXN-2025-04511,BILL-5511,2025-02-11,S2,Uptown,C371,New,P403,Household,Garbage Bags 20pcs,1,2.8,Cash,0.09,In-store
TXN-2025-04512,BILL-2504,2025-01-25,S4,City Center,C312,Regular,P203,Snacks,Chocolate Cookies,2,2.0,UPI,0.04,In-store
TXN-2025-04513,BILL-3256,2025-02-08,S1,Downtown,C500,New,P303,Personal Care,Handwash 300ml,2,3.0,Credit Card,0.14,Online
TXN-2025-04514,BILL-3257,2025-01-02,S4,City Center,C279,Loyal,P102,Beverages,Organic Green Tea,2,4.2,Cash,0.1,In-store
TXN-2025-04515,BILL-3257,2025-03-05,S4,City Center,C325,New,P303,Personal Care,Handwash 300ml,1,3.0,Cash,0.14,In-store
TXN-2025-04516,BILL-5516,2025-01-17,S3,Suburban,C325,Regular,P403,Household,Garbage Bags 20pcs,1,2.8,Cash,0.27,In-store
TXN-2025-04517,BILL-3258,2025-01-26,S2,Uptown,C202,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,Cash,0.25,In-store
TXN-2025-04518,BILL-5518,2025-02-14,S4,City Center,C322,New,P402,Household,Dish Soap 500ml,1,3.0,UPI,0.05,Online
TXN-2025-04519,BILL-3259,2025-03-27,S2,Uptown,C464,Loyal,P401,Household,Laundry Detergent 1kg,6,6.5,Credit Card,0.36,In-store
TXN-2025-04520,BILL-3260,2025-02-17,S3,Suburban,C415,New,P403,Household,Garbage Bags 20pcs,2,2.8,UPI,0.04,Online
TXN-2025-04521,BILL-5521,2025-01-03,S1,Downtown,C329,Regular,P203,Snacks,Chocolate Cookies,3,2.0,Credit Card,0.05,Online
TXN-2025-04522,BILL-2507,2025-01-14,S4,City Center,C426,Regular,P102,Beverages,Organic Green Tea,2,4.2,UPI,0.12,In-store
TXN-2025-04523,BILL-3261,2025-02-20,S4,City Center,C483,Regular,P102,Beverages,Organic Green Tea,2,4.2,Credit Card,0.1,In-store
TXN-2025-04524,BILL-5524,2025-03-17,S4,City Center,C479,Loyal,P402,Household,Dish Soap 500ml,4,3.0,Cash,0.45,In-store
TXN-2025-04525,BILL-3262,2025-02-23,S3,Suburban,C088,Regular,P403,Household,Garbage Bags 20pcs,1,2.8,UPI,0.11,In-store
TXN-2025-04526,BILL-3263,2025-01-19,S3,Suburban,C437,Regular,P103,Beverages,Sparkling Water,1,1.8,Credit Card,0.07,In-store
TXN-2025-04527,BILL-3263,2025-03-28,S4,City Center,C227,Regular,P102,Beverages,Organic Green Tea,1,4.2,Credit Card,0.09,In-store
TXN-2025-04528,BILL-3264,2025-03-29,S4,City Center,C117,Regular,P402,Household,Dish Soap 500ml,4,3.0,UPI,0.25,In-store
TXN-2025-04529,BILL-3264,2025-02-27,S2,Uptown,C400,Regular,P403,Household,Garbage Bags 20pcs,1,2.8,Credit Card,0.24,In-store
TXN-2025-04530,BILL-2510,2025-01-27,S1,Downtown,C368,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,UPI,0.15,In-store
TXN-2025-04531,BILL-3265,2025-02-17,S3,Suburban,C311,Loyal,P401,Household,Laundry Detergent 1kg,4,6.5,UPI,0.3,Online
TXN-2025-04532,BILL-3266,2025-01-28,S2,Uptown,C291,Regular,P302,Personal Care,Toothpaste 100g,4,2.2,UPI,0.23,Online
TXN-2025-04533,BILL-2511,2025-02-17,S3,Suburban,C147,Loyal,P101,Beverages,Orange Juice 1L,4,3.5,Credit Card,0.17,In-store
TXN-2025-04534,BILL-2511,2025-03-28,S3,Suburban,C356,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,Credit Card,0.11,Online
TXN-2025-04535,BILL-3267,2025-02-21,S2,Uptown,C293,Regular,P402,Household,Dish Soap 500ml,3,3.0,UPI,0.36,Online
TXN-2025-04536,BILL-5536,2025-01-31,S1,Downtown,C175,Regular,P203,Snacks,Chocolate Cookies,1,2.0,Cash,0.07,Online
TXN-2025-04537,BILL-5537,2025-01-03,S4,City Center,C287,Regular,P101,Beverages,Orange Juice 1L,1,3.5,Credit Card,0.12,In-store
TXN-2025-04538,BILL-3269,2025-01-29,S1,Downtown,C307,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.13,In-store
TXN-2025-04539,BILL-2513,2025-03-07,S4,City Center,C057,Regular,P203,Snacks,Chocolate Cookies,3,2.0,UPI,0.08,Online
TXN-2025-04540,BILL-3270,2025-03-08,S2,Uptown,C112,Regular,P201,Snacks,Potato Chips,2,1.2,Cash,0.07,In-store
TXN-2025-04541,BILL-5541,2025-01-23,S3,Suburban,C318,New,P403,Household,Garbage Bags 20pcs,1,2.8,UPI,0.18,In-store
TXN-2025-04542,BILL-5542,2025-01-04,S2,Uptown,C194,Loyal,P202,Snacks,Protein Bar,2,2.5,Credit Card,0.07,In-store
TXN-2025-04543,BILL-2514,2025-03-26,S3,Suburban,C246,Loyal,P403,Household,Garbage Bags 20pcs,5,2.8,Cash,0.53,In-store
TXN-2025-04544,BILL-3272,2025-02-16,S1,Downtown,C139,Regular,P102,Beverages,Organic Green Tea,2,4.2,Credit Card,0.09,In-store
TXN-2025-04545,BILL-5545,2025-02-20,S1,Downtown,C450,New,P303,Personal Care,Handwash 300ml,2,3.0,UPI,0.15,In-store
TXN-2025-04546,BILL-3273,2025-03-31,S2,Uptown,C478,New,P203,Snacks,Chocolate Cookies,1,2.0,Cash,0.02,In-store
TXN-2025-04547,BILL-5547,2025-01-28,S2,Uptown,C039,Regular,P202,Snacks,Protein Bar,2,2.5,UPI,0.02,Online
TXN-2025-04548,BILL-3274,2025-02-09,S4,City Center,C032,Regular,P201,Snacks,Potato Chips,1,1.2,Cash,0.03,Online
TXN-2025-04549,BILL-2516,2025-01-16,S2,Uptown,C332,New,P102,Beverages,Organic Green Tea,2,4.2,Cash,0.06,In-store
TXN-2025-04550,BILL-3275,2025-03-26,S4,City Center,C115,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,Cash,0.18,In-store
TXN-2025-04551,BILL-5551,2025-02-19,S3,Suburban,C325,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,Credit Card,0.17,In-store
TXN-2025-04552,BILL-2517,2025-02-08,S4,City Center,C129,Regular,P101,Beverages,Orange Juice 1L,1,3.5,Credit Card,0.08,Online
TXN-2025-04553,BILL-3276,2025-01-26,S3,Suburban,C306,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.22,Online
TXN-2025-04554,BILL-3277,2025-01-21,S1,Downtown,C100,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,UPI,0.2,In-store
TXN-2025-04555,BILL-2518,2025-03-24,S1,Downtown,C427,Regular,P303,Personal Care,Handwash 300ml,2,3.0,Credit Card,0.21,In-store
TXN-2025-04556,BILL-2518,2025-03-23,S3,Suburban,C073,Regular,P401,Household,Laundry Detergent 1kg,3,6.5,UPI,0.11,In-store
TXN-2025-04557,BILL-5557,2025-03-14,S3,Suburban,C017,Loyal,P202,Snacks,Protein Bar,4,2.5,Cash,0.15,Online
TXN-2025-04558,BILL-2519,2025-03-01,S4,City Center,C260,New,P402,Household,Dish Soap 500ml,2,3.0,Credit Card,0.08,In-store
TXN-2025-04559,BILL-2519,2025-01-13,S2,Uptown,C142,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.22,Online
TXN-2025-04560,BILL-2520,2025-03-10,S1,Downtown,C491,New,P401,Household,Laundry Detergent 1kg,2,6.5,Credit Card,0.05,In-store
TXN-2025-04561,BILL-5561,2025-02-05,S3,Suburban,C278,Regular,P102,Beverages,Organic Green Tea,2,4.2,Credit Card,0.17,Online
TXN-2025-04562,BILL-5562,2025-03-24,S2,Uptown,C216,Regular,P103,Beverages,Sparkling Water,2,1.8,Credit Card,0.15,Online
TXN-2025-04563,BILL-2521,2025-02-08,S3,Suburban,C140,Regular,P403,Household,Garbage Bags 20pcs,2,2.8,Credit Card,0.31,In-store
TXN-2025-04564,BILL-3282,2025-03-10,S1,Downtown,C080,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Credit Card,0.45,In-store
TXN-2025-04565,BILL-3282,2025-03-07,S2,Uptown,C387,New,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.15,In-store
TXN-2025-04566,BILL-5566,2025-03-16,S3,Suburban,C460,New,P303,Personal Care,Handwash 300ml,1,3.0,UPI,0.11,In-store
TXN-2025-04567,BILL-2522,2025-02-12,S4,City Center,C095,New,P102,Beverages,Organic Green Tea,1,4.2,Cash,0.08,In-store
TXN-2025-04568,BILL-2522,2025-01-19,S4,City Center,C172,Regular,P401,Household,Laundry Detergent 1kg,4,6.5,Credit Card,0.28,Online
TXN-2025-04569,BILL-2523,2025-02-12,S1,Downtown,C377,New,P203,Snacks,Chocolate Cookies,2,2.0,Cash,0.04,In-store
TXN-2025-04570,BILL-5570,2025-02-26,S4,City Center,C275,Regular,P203,Snacks,Chocolate Cookies,3,2.0,Credit Card,0.02,In-store
TXN-2025-04571,BILL-3285,2025-03-28,S1,Downtown,C105,Loyal,P402,Household,Dish Soap 500ml,6,3.0,Cash,0.58,In-store
TXN-2025-04572,BILL-3286,2025-01-24,S4,City Center,C308,Loyal,P102,Beverages,Organic Green Tea,5,4.2,Cash,0.11,In-store
TXN-2025-04573,BILL-2524,2025-03-26,S4,City Center,C406,Regular,P202,Snacks,Protein Bar,1,2.5,UPI,0.03,In-store
TXN-2025-04574,BILL-3287,2025-02-11,S3,Suburban,C323,Regular,P102,Beverages,Organic Green Tea,4,4.2,UPI,0.16,In-store
TXN-2025-04575,BILL-5575,2025-02-02,S1,Downtown,C269,Regular,P102,Beverages,Organic Green Tea,3,4.2,Credit Card,0.14,In-store
TXN-2025-04576,BILL-5576,2025-01-08,S3,Suburban,C479,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,UPI,0.16,In-store
TXN-2025-04577,BILL-5577,2025-03-23,S3,Suburban,C021,Regular,P201,Snacks,Potato Chips,4,1.2,UPI,0.08,In-store
TXN-2025-04578,BILL-2526,2025-02-23,S3,Suburban,C312,Loyal,P102,Beverages,Organic Green Tea,3,4.2,Cash,0.15,Online
TXN-2025-04579,BILL-5579,2025-03-02,S3,Suburban,C239,Regular,P202,Snacks,Protein Bar,2,2.5,Cash,0.04,Online
TXN-2025-04580,BILL-3290,2025-01-09,S4,City Center,C459,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,UPI,0.2,In-store
TXN-2025-04581,BILL-2527,2025-02-10,S3,Suburban,C468,Loyal,P201,Snacks,Potato Chips,5,1.2,Cash,0.13,In-store
TXN-2025-04582,BILL-2527,2025-03-22,S3,Suburban,C205,Regular,P201,Snacks,Potato Chips,3,1.2,UPI,0.09,In-store
TXN-2025-04583,BILL-5583,2025-03-11,S4,City Center,C244,Regular,P201,Snacks,Potato Chips,1,1.2,UPI,0.07,In-store
TXN-2025-04584,BILL-3292,2025-02-04,S4,City Center,C178,Regular,P203,Snacks,Chocolate Cookies,1,2.0,UPI,0.05,In-store
TXN-2025-04585,BILL-2528,2025-01-18,S4,City Center,C482,Regular,P402,Household,Dish Soap 500ml,3,3.0,UPI,0.27,In-store
TXN-2025-04586,BILL-5586,2025-03-09,S1,Downtown,C335,Regular,P203,Snacks,Chocolate Cookies,2,2.0,UPI,0.05,In-store
TXN-2025-04587,BILL-5587,2025-03-25,S3,Suburban,C117,Regular,P402,Household,Dish Soap 500ml,1,3.0,UPI,0.2,In-store
TXN-2025-04588,BILL-5588,2025-02-10,S3,Suburban,C099,Regular,P303,Personal Care,Handwash 300ml,1,3.0,Cash,0.2,In-store
TXN-2025-04589,BILL-3294,2025-01-25,S1,Downtown,C246,New,P202,Snacks,Protein Bar,1,2.5,Cash,0.05,Online
TXN-2025-04590,BILL-3295,2025-01-16,S2,Uptown,C099,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,Cash,0.16,Online
TXN-2025-04591,BILL-2530,2025-02-16,S2,Uptown,C015,New,P101,Beverages,Orange Juice 1L,2,3.5,UPI,0.05,In-store
TXN-2025-04592,BILL-3296,2025-03-25,S2,Uptown,C367,Regular,P202,Snacks,Protein Bar,2,2.5,Cash,0.07,In-store
TXN-2025-04593,BILL-3296,2025-02-06,S3,Suburban,C436,Regular,P302,Personal Care,Toothpaste 100g,2,2.2,UPI,0.12,Online
TXN-2025-04594,BILL-3297,2025-02-06,S1,Downtown,C138,Regular,P401,Household,Laundry Detergent 1kg,3,6.5,UPI,0.26,In-store
TXN-2025-04595,BILL-2531,2025-02-05,S3,Suburban,C402,Loyal,P101,Beverages,Orange Juice 1L,4,3.5,Credit Card,0.21,Online
TXN-2025-04596,BILL-5596,2025-01-26,S1,Downtown,C325,Regular,P303,Personal Care,Handwash 300ml,4,3.0,UPI,0.23,In-store
TXN-2025-04597,BILL-2532,2025-02-10,S3,Suburban,C297,Regular,P402,Household,Dish Soap 500ml,2,3.0,Cash,0.13,In-store
TXN-2025-04598,BILL-3299,2025-01-29,S3,Suburban,C267,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Cash,0.4,In-store
TXN-2025-04599,BILL-2533,2025-03-26,S2,Uptown,C384,Regular,P202,Snacks,Protein Bar,4,2.5,UPI,0.07,In-store
TXN-2025-04600,BILL-3300,2025-03-08,S4,City Center,C382,New,P302,Personal Care,Toothpaste 100g,1,2.2,Credit Card,0.1,In-store
TXN-2025-04601,BILL-3300,2025-01-17,S2,Uptown,C177,Regular,P203,Snacks,Chocolate Cookies,2,2.0,Credit Card,0.04,In-store
TXN-2025-04602,BILL-5602,2025-01-30,S4,City Center,C423,Loyal,P101,Beverages,Orange Juice 1L,5,3.5,UPI,0.17,In-store
TXN-2025-04603,BILL-3301,2025-03-24,S1,Downtown,C223,Loyal,P203,Snacks,Chocolate Cookies,5,2.0,Cash,0.12,In-store
TXN-2025-04604,BILL-3302,2025-01-24,S1,Downtown,C224,New,P103,Beverages,Sparkling Water,2,1.8,UPI,0.04,Online
TXN-2025-04605,BILL-2535,2025-02-21,S4,City Center,C380,Regular,P103,Beverages,Sparkling Water,2,1.8,Credit Card,0.13,Online
TXN-2025-04606,BILL-3303,2025-03-15,S2,Uptown,C001,New,P401,Household,Laundry Detergent 1kg,2,6.5,Cash,0.19,Online
TXN-2025-04607,BILL-2535,2025-03-18,S2,Uptown,C214,Regular,P103,Beverages,Sparkling Water,2,1.8,Cash,0.07,In-store
TXN-2025-04608,BILL-3304,2025-01-26,S2,Uptown,C342,Loyal,P203,Snacks,Chocolate Cookies,2,2.0,Cash,0.08,In-store
TXN-2025-04609,BILL-2536,2025-03-05,S4,City Center,C060,Loyal,P302,Personal Care,Toothpaste 100g,3,2.2,UPI,0.18,In-store
TXN-2025-04610,BILL-2536,2025-02-20,S4,City Center,C415,Regular,P103,Beverages,Sparkling Water,1,1.8,Cash,0.15,In-store
TXN-2025-04611,BILL-2537,2025-03-15,S2,Uptown,C474,New,P102,Beverages,Organic Green Tea,1,4.2,UPI,0.06,In-store
TXN-2025-04612,BILL-2537,2025-02-24,S2,Uptown,C201,Regular,P303,Personal Care,Handwash 300ml,2,3.0,Cash,0.23,In-store
TXN-2025-04613,BILL-5613,2025-03-26,S2,Uptown,C042,Loyal,P102,Beverages,Organic Green Tea,5,4.2,Cash,0.18,Online
TXN-2025-04614,BILL-5614,2025-01-22,S1,Downtown,C458,Regular,P402,Household,Dish Soap 500ml,1,3.0,Credit Card,0.27,In-store
TXN-2025-04615,BILL-2538,2025-01-16,S3,Suburban,C131,New,P302,Personal Care,Toothpaste 100g,2,2.2,Credit Card,0.07,In-store
TXN-2025-04616,BILL-3308,2025-02-18,S4,City Center,C099,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,Credit Card,0.1,In-store
TXN-2025-04617,BILL-3308,2025-03-07,S2,Uptown,C344,Loyal,P301,Personal Care,Shampoo 250ml,6,4.0,Credit Card,0.19,Online
TXN-2025-04618,BILL-3309,2025-02-01,S3,Suburban,C068,Regular,P201,Snacks,Potato Chips,3,1.2,Cash,0.03,In-store
TXN-2025-04619,BILL-2539,2025-03-03,S3,Suburban,C202,Regular,P202,Snacks,Protein Bar,3,2.5,Credit Card,0.05,In-store
TXN-2025-04620,BILL-3310,2025-01-29,S1,Downtown,C355,New,P401,Household,Laundry Detergent 1kg,2,6.5,UPI,0.13,In-store
TXN-2025-04621,BILL-2540,2025-02-21,S2,Uptown,C305,New,P401,Household,Laundry Detergent 1kg,2,6.5,Credit Card,0.14,Online
TXN-2025-04622,BILL-2540,2025-03-19,S2,Uptown,C049,Regular,P403,Household,Garbage Bags 20pcs,2,2.8,UPI,0.29,In-store
TXN-2025-04623,BILL-3311,2025-02-18,S4,City Center,C302,Regular,P401,Household,Laundry Detergent 1kg,4,6.5,Cash,0.33,Online
TXN-2025-04624,BILL-5624,2025-03-27,S2,Uptown,C025,New,P303,Personal Care,Handwash 300ml,2,3.0,Credit Card,0.14,In-store
TXN-2025-04625,BILL-2541,2025-03-26,S4,City Center,C393,New,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.13,In-store
TXN-2025-04626,BILL-3313,2025-01-31,S3,Suburban,C476,Regular,P101,Beverages,Orange Juice 1L,4,3.5,UPI,0.19,Online
TXN-2025-04627,BILL-5627,2025-02-14,S4,City Center,C247,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,Cash,0.08,Online
TXN-2025-04628,BILL-5628,2025-02-17,S3,Suburban,C112,Loyal,P102,Beverages,Organic Green Tea,4,4.2,UPI,0.18,In-store
TXN-2025-04629,BILL-5629,2025-02-21,S2,Uptown,C012,Loyal,P303,Personal Care,Handwash 300ml,3,3.0,Credit Card,0.3,In-store
TXN-2025-04630,BILL-2543,2025-02-18,S4,City Center,C485,Regular,P203,Snacks,Chocolate Cookies,3,2.0,Credit Card,0.05,In-store
TXN-2025-04631,BILL-5631,2025-02-08,S2,Uptown,C326,New,P303,Personal Care,Handwash 300ml,1,3.0,Cash,0.04,Online
TXN-2025-04632,BILL-2544,2025-02-10,S3,Suburban,C263,New,P201,Snacks,Potato Chips,1,1.2,UPI,0.05,In-store
TXN-2025-04633,BILL-5633,2025-01-23,S1,Downtown,C019,New,P203,Snacks,Chocolate Cookies,1,2.0,Credit Card,0.05,In-store
TXN-2025-04634,BILL-3317,2025-01-24,S3,Suburban,C328,Regular,P203,Snacks,Chocolate Cookies,4,2.0,UPI,0.03,In-store
TXN-2025-04635,BILL-3317,2025-03-21,S2,Uptown,C389,Regular,P102,Beverages,Organic Green Tea,2,4.2,UPI,0.17,In-store
TXN-2025-04636,BILL-5636,2025-02-16,S4,City Center,C207,Regular,P201,Snacks,Potato Chips,2,1.2,Credit Card,0.05,In-store
TXN-2025-04637,BILL-5637,2025-03-07,S2,Uptown,C281,New,P401,Household,Laundry Detergent 1kg,2,6.5,Cash,0.11,Online
TXN-2025-04638,BILL-2546,2025-03-14,S3,Suburban,C289,Regular,P203,Snacks,Chocolate Cookies,1,2.0,Credit Card,0.09,Online
TXN-2025-04639,BILL-3319,2025-03-26,S3,Suburban,C357,New,P402,Household,Dish Soap 500ml,2,3.0,UPI,0.19,In-store
TXN-2025-04640,BILL-5640,2025-03-19,S3,Suburban,C466,New,P203,Snacks,Chocolate Cookies,2,2.0,UPI,0.05,Online
TXN-2025-04641,BILL-5641,2025-03-21,S3,Suburban,C371,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,Cash,0.18,Online
TXN-2025-04642,BILL-2547,2025-01-03,S4,City Center,C321,Loyal,P202,Snacks,Protein Bar,2,2.5,UPI,0.14,Online
TXN-2025-04643,BILL-3321,2025-01-08,S2,Uptown,C348,Regular,P101,Beverages,Orange Juice 1L,3,3.5,Credit Card,0.2,In-store
TXN-2025-04644,BILL-2548,2025-02-02,S2,Uptown,C291,Regular,P403,Household,Garbage Bags 20pcs,2,2.8,Credit Card,0.37,Online
TXN-2025-04645,BILL-3322,2025-02-11,S2,Uptown,C103,Loyal,P203,Snacks,Chocolate Cookies,3,2.0,Cash,0.14,In-store
TXN-2025-04646,BILL-2548,2025-01-02,S1,Downtown,C036,Loyal,P203,Snacks,Chocolate Cookies,4,2.0,UPI,0.13,In-store
TXN-2025-04647,BILL-5647,2025-01-05,S2,Uptown,C319,Loyal,P402,Household,Dish Soap 500ml,5,3.0,Cash,0.26,In-store
TXN-2025-04648,BILL-5648,2025-03-24,S3,Suburban,C201,Regular,P103,Beverages,Sparkling Water,4,1.8,Cash,0.08,Online
TXN-2025-04649,BILL-2549,2025-03-22,S4,City Center,C350,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,Credit Card,0.33,In-store
TXN-2025-04650,BILL-2550,2025-03-10,S4,City Center,C279,New,P301,Personal Care,Shampoo 250ml,2,4.0,Credit Card,0.04,In-store
TXN-2025-04651,BILL-5651,2025-03-09,S2,Uptown,C022,New,P303,Personal Care,Handwash 300ml,1,3.0,Cash,0.12,In-store
TXN-2025-04652,BILL-5652,2025-02-06,S2,Uptown,C324,Regular,P402,Household,Dish Soap 500ml,3,3.0,UPI,0.32,In-store
TXN-2025-04653,BILL-2551,2025-03-24,S3,Suburban,C101,Loyal,P302,Personal Care,Toothpaste 100g,4,2.2,Credit Card,0.43,Online
